Subject,Age,Handedness,Sex,condition1correct,respond3.RT,respond3.ACC,Cue
5,25,right,female,Low-Shape-Matched,466,1,No_cue
5,25,right,female,High-shape_Mismatched,394,1,Alter_cue
5,25,right,female,High-shape_Mismatched,526,1,No_cue
5,25,right,female,Low-Shape-Mismatched,534,1,Alter_cue
5,25,right,female,High-shape_Matched,496,1,Alter_cue
5,25,right,female,High-shape_Mismatched,472,1,Alter_cue
5,25,right,female,High-shape_Mismatched,397,1,Alter_cue
5,25,right,female,High-shape_Mismatched,327,1,No_cue
5,25,right,female,High-shape_Matched,407,1,No_cue
5,25,right,female,Low-Shape-Mismatched,511,1,Alter_cue
5,25,right,female,Low-Shape-Matched,503,1,No_cue
5,25,right,female,Low-Shape-Matched,422,0,No_cue
5,25,right,female,Low-Shape-Mismatched,448,1,Alter_cue
5,25,right,female,Low-Shape-Matched,575,1,No_cue
5,25,right,female,High-shape_Matched,438,1,No_cue
5,25,right,female,Low-Shape-Matched,434,0,Alter_cue
5,25,right,female,Low-Shape-Matched,569,0,Alter_cue
5,25,right,female,High-shape_Matched,493,1,No_cue
5,25,right,female,Low-Shape-Mismatched,634,1,Alter_cue
5,25,right,female,High-shape_Matched,416,1,Alter_cue
5,25,right,female,High-shape_Matched,477,1,No_cue
5,25,right,female,Low-Shape-Mismatched,473,1,Alter_cue
5,25,right,female,High-shape_Mismatched,882,1,No_cue
5,25,right,female,Low-Shape-Mismatched,610,1,Alter_cue
5,25,right,female,High-shape_Mismatched,576,1,No_cue
5,25,right,female,High-shape_Matched,473,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,436,1,No_cue
5,25,right,female,Low-Shape-Matched,500,1,No_cue
5,25,right,female,Low-Shape-Matched,468,1,Alter_cue
5,25,right,female,Low-Shape-Matched,403,1,Alter_cue
5,25,right,female,High-shape_Matched,395,1,No_cue
5,25,right,female,Low-Shape-Matched,525,1,Alter_cue
5,25,right,female,High-shape_Matched,371,1,Alter_cue
5,25,right,female,High-shape_Matched,373,1,No_cue
5,25,right,female,High-shape_Matched,333,1,No_cue
5,25,right,female,Low-Shape-Matched,463,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,585,1,Alter_cue
5,25,right,female,Low-Shape-Matched,460,1,No_cue
5,25,right,female,Low-Shape-Mismatched,469,0,No_cue
5,25,right,female,High-shape_Mismatched,511,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,614,1,Alter_cue
5,25,right,female,High-shape_Mismatched,550,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,598,1,No_cue
5,25,right,female,High-shape_Mismatched,615,1,Alter_cue
5,25,right,female,High-shape_Matched,492,1,No_cue
5,25,right,female,High-shape_Mismatched,475,1,Alter_cue
5,25,right,female,High-shape_Mismatched,476,1,No_cue
5,25,right,female,Low-Shape-Mismatched,546,1,No_cue
5,25,right,female,High-shape_Matched,442,1,Alter_cue
5,25,right,female,High-shape_Mismatched,426,1,Alter_cue
5,25,right,female,Low-Shape-Matched,475,1,Alter_cue
5,25,right,female,High-shape_Matched,609,1,Alter_cue
5,25,right,female,High-shape_Mismatched,527,1,Alter_cue
5,25,right,female,High-shape_Matched,416,1,No_cue
5,25,right,female,High-shape_Mismatched,552,1,No_cue
5,25,right,female,High-shape_Matched,378,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,474,1,No_cue
5,25,right,female,High-shape_Mismatched,812,1,No_cue
5,25,right,female,Low-Shape-Matched,533,1,Alter_cue
5,25,right,female,Low-Shape-Matched,381,1,Alter_cue
5,25,right,female,High-shape_Matched,622,1,No_cue
5,25,right,female,Low-Shape-Matched,364,0,Alter_cue
5,25,right,female,Low-Shape-Mismatched,557,1,Alter_cue
5,25,right,female,High-shape_Matched,457,1,No_cue
5,25,right,female,High-shape_Matched,432,1,No_cue
5,25,right,female,Low-Shape-Matched,703,1,Alter_cue
5,25,right,female,High-shape_Mismatched,462,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,532,1,Alter_cue
5,25,right,female,Low-Shape-Matched,606,1,No_cue
5,25,right,female,Low-Shape-Matched,325,1,Alter_cue
5,25,right,female,Low-Shape-Matched,338,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,671,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,476,0,Alter_cue
5,25,right,female,High-shape_Mismatched,652,1,Alter_cue
5,25,right,female,Low-Shape-Matched,677,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,645,1,No_cue
5,25,right,female,High-shape_Mismatched,532,1,No_cue
5,25,right,female,High-shape_Matched,486,1,Alter_cue
5,25,right,female,High-shape_Matched,588,1,Alter_cue
5,25,right,female,High-shape_Mismatched,531,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,604,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,731,1,No_cue
5,25,right,female,Low-Shape-Mismatched,670,1,No_cue
5,25,right,female,High-shape_Mismatched,731,1,Alter_cue
5,25,right,female,High-shape_Mismatched,687,1,No_cue
5,25,right,female,Low-Shape-Matched,571,1,Alter_cue
5,25,right,female,High-shape_Mismatched,456,0,No_cue
5,25,right,female,Low-Shape-Mismatched,524,1,No_cue
5,25,right,female,Low-Shape-Matched,489,1,No_cue
5,25,right,female,Low-Shape-Mismatched,560,1,Alter_cue
5,25,right,female,High-shape_Mismatched,717,1,No_cue
5,25,right,female,Low-Shape-Mismatched,459,1,Alter_cue
5,25,right,female,Low-Shape-Mismatched,498,1,Alter_cue
5,25,right,female,High-shape_Matched,443,1,No_cue
5,25,right,female,Low-Shape-Mismatched,438,1,No_cue
5,25,right,female,Low-Shape-Mismatched,512,1,No_cue
7,21,right,female,Low-Shape-Mismatched,590,1,No_cue
7,21,right,female,Low-Shape-Mismatched,699,1,Alter_cue
7,21,right,female,High-shape_Mismatched,578,1,No_cue
7,21,right,female,Low-Shape-Matched,567,1,No_cue
7,21,right,female,High-shape_Mismatched,754,0,Alter_cue
7,21,right,female,High-shape_Mismatched,794,1,No_cue
7,21,right,female,Low-Shape-Matched,573,0,No_cue
7,21,right,female,High-shape_Matched,283,1,No_cue
7,21,right,female,Low-Shape-Mismatched,570,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,693,1,No_cue
7,21,right,female,High-shape_Mismatched,579,0,No_cue
7,21,right,female,High-shape_Matched,300,0,No_cue
7,21,right,female,Low-Shape-Mismatched,534,1,Alter_cue
7,21,right,female,High-shape_Mismatched,710,1,No_cue
7,21,right,female,High-shape_Mismatched,499,0,Alter_cue
7,21,right,female,Low-Shape-Matched,327,0,Alter_cue
7,21,right,female,Low-Shape-Matched,534,0,Alter_cue
7,21,right,female,High-shape_Matched,343,1,Alter_cue
7,21,right,female,High-shape_Mismatched,563,1,No_cue
7,21,right,female,Low-Shape-Mismatched,565,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,642,1,No_cue
7,21,right,female,High-shape_Mismatched,665,1,Alter_cue
7,21,right,female,High-shape_Mismatched,917,1,Alter_cue
7,21,right,female,High-shape_Matched,392,1,Alter_cue
7,21,right,female,High-shape_Mismatched,708,1,Alter_cue
7,21,right,female,Low-Shape-Matched,304,0,No_cue
7,21,right,female,High-shape_Mismatched,615,1,No_cue
7,21,right,female,High-shape_Matched,333,1,No_cue
7,21,right,female,High-shape_Matched,489,0,Alter_cue
7,21,right,female,High-shape_Matched,623,1,Alter_cue
7,21,right,female,High-shape_Mismatched,558,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,590,1,No_cue
7,21,right,female,High-shape_Matched,968,0,Alter_cue
7,21,right,female,High-shape_Mismatched,529,1,No_cue
7,21,right,female,Low-Shape-Matched,544,1,No_cue
7,21,right,female,Low-Shape-Matched,484,0,No_cue
7,21,right,female,Low-Shape-Matched,467,0,No_cue
7,21,right,female,High-shape_Mismatched,441,1,No_cue
7,21,right,female,Low-Shape-Mismatched,353,0,No_cue
7,21,right,female,High-shape_Mismatched,547,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,604,1,Alter_cue
7,21,right,female,Low-Shape-Matched,544,0,No_cue
7,21,right,female,Low-Shape-Mismatched,457,1,No_cue
7,21,right,female,High-shape_Mismatched,522,1,No_cue
7,21,right,female,High-shape_Mismatched,411,1,Alter_cue
7,21,right,female,Low-Shape-Matched,702,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,584,1,Alter_cue
7,21,right,female,Low-Shape-Matched,764,0,No_cue
7,21,right,female,High-shape_Mismatched,434,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,671,1,Alter_cue
7,21,right,female,High-shape_Matched,425,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,592,1,No_cue
7,21,right,female,Low-Shape-Matched,462,1,Alter_cue
7,21,right,female,Low-Shape-Matched,598,1,No_cue
7,21,right,female,High-shape_Mismatched,565,1,No_cue
7,21,right,female,Low-Shape-Matched,514,0,No_cue
7,21,right,female,Low-Shape-Mismatched,448,0,No_cue
7,21,right,female,High-shape_Matched,487,1,No_cue
7,21,right,female,High-shape_Mismatched,570,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,530,1,Alter_cue
7,21,right,female,High-shape_Matched,702,0,No_cue
7,21,right,female,Low-Shape-Matched,321,1,No_cue
7,21,right,female,Low-Shape-Mismatched,374,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,551,1,Alter_cue
7,21,right,female,High-shape_Mismatched,649,1,Alter_cue
7,21,right,female,High-shape_Mismatched,0,0,Alter_cue
7,21,right,female,High-shape_Matched,513,1,No_cue
7,21,right,female,Low-Shape-Matched,483,1,Alter_cue
7,21,right,female,High-shape_Matched,550,0,No_cue
7,21,right,female,High-shape_Matched,345,1,Alter_cue
7,21,right,female,Low-Shape-Matched,334,1,Alter_cue
7,21,right,female,Low-Shape-Matched,624,1,No_cue
7,21,right,female,Low-Shape-Mismatched,567,1,No_cue
7,21,right,female,High-shape_Mismatched,628,1,Alter_cue
7,21,right,female,High-shape_Matched,363,1,Alter_cue
7,21,right,female,Low-Shape-Matched,535,1,Alter_cue
7,21,right,female,High-shape_Mismatched,550,1,No_cue
7,21,right,female,Low-Shape-Mismatched,584,1,Alter_cue
7,21,right,female,High-shape_Mismatched,711,0,No_cue
7,21,right,female,Low-Shape-Matched,385,0,No_cue
7,21,right,female,High-shape_Mismatched,439,1,No_cue
7,21,right,female,Low-Shape-Mismatched,635,1,No_cue
7,21,right,female,Low-Shape-Matched,441,1,No_cue
7,21,right,female,High-shape_Mismatched,508,1,Alter_cue
7,21,right,female,Low-Shape-Matched,399,0,No_cue
7,21,right,female,High-shape_Matched,530,1,No_cue
7,21,right,female,High-shape_Mismatched,650,1,Alter_cue
7,21,right,female,Low-Shape-Matched,327,1,No_cue
7,21,right,female,High-shape_Matched,530,1,No_cue
7,21,right,female,High-shape_Matched,488,0,No_cue
7,21,right,female,High-shape_Matched,405,1,Alter_cue
7,21,right,female,Low-Shape-Matched,422,1,Alter_cue
7,21,right,female,High-shape_Mismatched,596,1,Alter_cue
7,21,right,female,High-shape_Matched,321,1,No_cue
7,21,right,female,High-shape_Mismatched,536,1,No_cue
7,21,right,female,Low-Shape-Mismatched,434,0,No_cue
7,21,right,female,Low-Shape-Mismatched,510,1,Alter_cue
7,21,right,female,High-shape_Mismatched,521,1,Alter_cue
7,21,right,female,High-shape_Matched,394,1,Alter_cue
7,21,right,female,High-shape_Matched,507,0,Alter_cue
7,21,right,female,Low-Shape-Mismatched,528,1,No_cue
7,21,right,female,Low-Shape-Mismatched,579,1,No_cue
7,21,right,female,Low-Shape-Mismatched,436,1,No_cue
7,21,right,female,Low-Shape-Matched,300,1,No_cue
7,21,right,female,High-shape_Matched,500,0,Alter_cue
7,21,right,female,High-shape_Mismatched,532,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,456,1,No_cue
7,21,right,female,Low-Shape-Matched,570,0,Alter_cue
7,21,right,female,High-shape_Matched,250,1,Alter_cue
7,21,right,female,High-shape_Matched,612,1,No_cue
7,21,right,female,Low-Shape-Matched,542,1,No_cue
7,21,right,female,High-shape_Mismatched,443,1,No_cue
7,21,right,female,Low-Shape-Mismatched,567,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,452,0,Alter_cue
7,21,right,female,Low-Shape-Mismatched,456,1,No_cue
7,21,right,female,Low-Shape-Mismatched,550,1,Alter_cue
7,21,right,female,Low-Shape-Matched,698,1,Alter_cue
7,21,right,female,High-shape_Mismatched,591,1,No_cue
7,21,right,female,High-shape_Mismatched,406,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,827,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,840,1,Alter_cue
7,21,right,female,Low-Shape-Matched,377,0,Alter_cue
7,21,right,female,Low-Shape-Matched,541,1,No_cue
7,21,right,female,Low-Shape-Matched,702,1,Alter_cue
7,21,right,female,High-shape_Matched,526,1,No_cue
7,21,right,female,High-shape_Matched,779,1,Alter_cue
7,21,right,female,Low-Shape-Matched,365,1,Alter_cue
7,21,right,female,High-shape_Matched,522,1,Alter_cue
7,21,right,female,High-shape_Matched,485,1,Alter_cue
7,21,right,female,High-shape_Matched,405,1,No_cue
7,21,right,female,Low-Shape-Mismatched,622,1,Alter_cue
7,21,right,female,High-shape_Matched,318,1,No_cue
7,21,right,female,High-shape_Mismatched,714,1,Alter_cue
7,21,right,female,Low-Shape-Matched,294,1,Alter_cue
7,21,right,female,High-shape_Matched,490,1,Alter_cue
7,21,right,female,High-shape_Matched,572,1,No_cue
7,21,right,female,Low-Shape-Mismatched,343,1,No_cue
7,21,right,female,High-shape_Mismatched,735,1,Alter_cue
7,21,right,female,High-shape_Mismatched,512,1,No_cue
7,21,right,female,High-shape_Matched,476,1,No_cue
7,21,right,female,Low-Shape-Matched,507,1,No_cue
7,21,right,female,High-shape_Matched,478,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,517,1,No_cue
7,21,right,female,Low-Shape-Matched,420,1,Alter_cue
7,21,right,female,Low-Shape-Matched,493,0,Alter_cue
7,21,right,female,High-shape_Mismatched,565,1,No_cue
7,21,right,female,Low-Shape-Mismatched,337,0,No_cue
7,21,right,female,High-shape_Mismatched,665,1,No_cue
7,21,right,female,Low-Shape-Mismatched,621,0,Alter_cue
7,21,right,female,High-shape_Matched,503,1,No_cue
7,21,right,female,Low-Shape-Mismatched,399,1,No_cue
7,21,right,female,High-shape_Mismatched,484,1,Alter_cue
7,21,right,female,High-shape_Matched,797,1,Alter_cue
7,21,right,female,High-shape_Matched,340,0,Alter_cue
7,21,right,female,High-shape_Matched,263,1,Alter_cue
7,21,right,female,Low-Shape-Matched,431,1,No_cue
7,21,right,female,Low-Shape-Mismatched,444,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,647,1,No_cue
7,21,right,female,High-shape_Matched,493,1,No_cue
7,21,right,female,Low-Shape-Matched,417,1,Alter_cue
7,21,right,female,High-shape_Matched,415,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,607,1,No_cue
7,21,right,female,High-shape_Matched,508,1,No_cue
7,21,right,female,Low-Shape-Mismatched,488,1,No_cue
7,21,right,female,High-shape_Matched,444,1,No_cue
7,21,right,female,High-shape_Mismatched,468,1,No_cue
7,21,right,female,Low-Shape-Matched,412,1,Alter_cue
7,21,right,female,High-shape_Mismatched,508,0,No_cue
7,21,right,female,Low-Shape-Matched,299,1,No_cue
7,21,right,female,High-shape_Mismatched,341,1,No_cue
7,21,right,female,Low-Shape-Matched,522,0,Alter_cue
7,21,right,female,High-shape_Mismatched,644,0,Alter_cue
7,21,right,female,Low-Shape-Matched,434,0,Alter_cue
7,21,right,female,Low-Shape-Mismatched,730,1,Alter_cue
7,21,right,female,Low-Shape-Matched,494,1,No_cue
7,21,right,female,Low-Shape-Matched,395,1,No_cue
7,21,right,female,High-shape_Matched,503,1,Alter_cue
7,21,right,female,High-shape_Mismatched,459,1,No_cue
7,21,right,female,Low-Shape-Matched,503,1,Alter_cue
7,21,right,female,Low-Shape-Matched,494,1,Alter_cue
7,21,right,female,Low-Shape-Matched,409,0,Alter_cue
7,21,right,female,High-shape_Matched,345,1,Alter_cue
7,21,right,female,Low-Shape-Matched,626,1,Alter_cue
7,21,right,female,Low-Shape-Mismatched,382,0,No_cue
7,21,right,female,Low-Shape-Mismatched,510,0,Alter_cue
7,21,right,female,High-shape_Matched,460,1,No_cue
7,21,right,female,High-shape_Mismatched,568,1,No_cue
7,21,right,female,High-shape_Matched,361,1,No_cue
7,21,right,female,Low-Shape-Mismatched,491,1,Alter_cue
7,21,right,female,High-shape_Matched,599,1,No_cue
7,21,right,female,Low-Shape-Mismatched,367,0,Alter_cue
7,21,right,female,High-shape_Mismatched,538,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,762,1,No_cue
9,25,right,female,Low-Shape-Matched,728,0,Alter_cue
9,25,right,female,Low-Shape-Mismatched,622,1,No_cue
9,25,right,female,High-shape_Mismatched,484,0,Alter_cue
9,25,right,female,High-shape_Matched,605,1,No_cue
9,25,right,female,Low-Shape-Mismatched,604,1,No_cue
9,25,right,female,High-shape_Mismatched,578,1,Alter_cue
9,25,right,female,High-shape_Matched,573,1,No_cue
9,25,right,female,High-shape_Mismatched,479,0,No_cue
9,25,right,female,High-shape_Mismatched,532,1,Alter_cue
9,25,right,female,High-shape_Mismatched,681,1,Alter_cue
9,25,right,female,High-shape_Mismatched,454,1,Alter_cue
9,25,right,female,High-shape_Matched,700,1,No_cue
9,25,right,female,High-shape_Matched,411,1,No_cue
9,25,right,female,Low-Shape-Matched,351,0,No_cue
9,25,right,female,High-shape_Mismatched,507,1,No_cue
9,25,right,female,Low-Shape-Mismatched,639,0,No_cue
9,25,right,female,Low-Shape-Matched,765,1,Alter_cue
9,25,right,female,Low-Shape-Matched,988,0,Alter_cue
9,25,right,female,Low-Shape-Mismatched,767,1,No_cue
9,25,right,female,High-shape_Mismatched,419,0,No_cue
9,25,right,female,High-shape_Mismatched,923,1,No_cue
9,25,right,female,Low-Shape-Matched,848,1,Alter_cue
9,25,right,female,High-shape_Mismatched,714,1,No_cue
9,25,right,female,Low-Shape-Mismatched,776,1,No_cue
9,25,right,female,High-shape_Mismatched,633,1,No_cue
9,25,right,female,Low-Shape-Matched,535,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,726,1,Alter_cue
9,25,right,female,High-shape_Mismatched,398,0,Alter_cue
9,25,right,female,Low-Shape-Matched,608,1,No_cue
9,25,right,female,Low-Shape-Mismatched,725,1,Alter_cue
9,25,right,female,Low-Shape-Matched,562,1,No_cue
9,25,right,female,High-shape_Matched,516,1,No_cue
9,25,right,female,High-shape_Matched,466,1,Alter_cue
9,25,right,female,Low-Shape-Matched,824,0,No_cue
9,25,right,female,Low-Shape-Matched,865,0,No_cue
9,25,right,female,Low-Shape-Matched,608,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,0,0,No_cue
9,25,right,female,High-shape_Matched,374,1,Alter_cue
9,25,right,female,High-shape_Matched,371,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,939,1,Alter_cue
9,25,right,female,High-shape_Matched,303,1,No_cue
9,25,right,female,Low-Shape-Mismatched,691,0,No_cue
9,25,right,female,High-shape_Matched,415,1,Alter_cue
9,25,right,female,High-shape_Matched,388,1,Alter_cue
9,25,right,female,Low-Shape-Matched,634,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,593,1,Alter_cue
9,25,right,female,High-shape_Mismatched,548,0,Alter_cue
9,25,right,female,High-shape_Matched,502,1,No_cue
9,25,right,female,High-shape_Mismatched,490,1,Alter_cue
9,25,right,female,High-shape_Mismatched,761,1,No_cue
9,25,right,female,Low-Shape-Matched,489,1,No_cue
9,25,right,female,Low-Shape-Mismatched,554,1,Alter_cue
9,25,right,female,High-shape_Mismatched,440,0,No_cue
9,25,right,female,High-shape_Matched,362,1,Alter_cue
9,25,right,female,High-shape_Matched,634,0,No_cue
9,25,right,female,Low-Shape-Mismatched,521,1,Alter_cue
9,25,right,female,Low-Shape-Matched,465,1,Alter_cue
9,25,right,female,High-shape_Mismatched,635,1,No_cue
9,25,right,female,Low-Shape-Matched,668,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,463,1,Alter_cue
9,25,right,female,Low-Shape-Matched,567,1,No_cue
9,25,right,female,Low-Shape-Mismatched,617,1,No_cue
9,25,right,female,High-shape_Matched,379,1,No_cue
9,25,right,female,High-shape_Matched,411,1,Alter_cue
9,25,right,female,High-shape_Mismatched,476,1,Alter_cue
9,25,right,female,High-shape_Matched,371,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,513,1,No_cue
9,25,right,female,High-shape_Matched,332,1,Alter_cue
9,25,right,female,High-shape_Matched,405,1,Alter_cue
9,25,right,female,Low-Shape-Matched,759,0,Alter_cue
9,25,right,female,Low-Shape-Matched,614,0,No_cue
9,25,right,female,High-shape_Mismatched,289,0,No_cue
9,25,right,female,Low-Shape-Matched,396,0,Alter_cue
9,25,right,female,Low-Shape-Mismatched,527,1,Alter_cue
9,25,right,female,High-shape_Mismatched,611,1,Alter_cue
9,25,right,female,Low-Shape-Matched,610,1,No_cue
9,25,right,female,High-shape_Matched,331,1,No_cue
9,25,right,female,Low-Shape-Mismatched,547,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,432,1,No_cue
9,25,right,female,Low-Shape-Mismatched,511,1,No_cue
9,25,right,female,Low-Shape-Matched,740,1,No_cue
9,25,right,female,Low-Shape-Mismatched,527,1,No_cue
9,25,right,female,High-shape_Mismatched,633,1,No_cue
9,25,right,female,High-shape_Matched,405,1,No_cue
9,25,right,female,High-shape_Matched,370,1,Alter_cue
9,25,right,female,High-shape_Mismatched,533,1,No_cue
9,25,right,female,Low-Shape-Mismatched,712,0,Alter_cue
9,25,right,female,High-shape_Matched,330,1,No_cue
9,25,right,female,High-shape_Mismatched,576,1,No_cue
9,25,right,female,Low-Shape-Mismatched,581,1,No_cue
9,25,right,female,High-shape_Mismatched,581,1,No_cue
9,25,right,female,High-shape_Mismatched,524,1,Alter_cue
9,25,right,female,Low-Shape-Matched,432,0,Alter_cue
9,25,right,female,High-shape_Matched,341,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,490,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,545,1,No_cue
9,25,right,female,High-shape_Mismatched,395,0,Alter_cue
9,25,right,female,High-shape_Matched,363,1,No_cue
9,25,right,female,High-shape_Mismatched,423,1,No_cue
9,25,right,female,Low-Shape-Matched,825,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,429,1,No_cue
9,25,right,female,High-shape_Mismatched,766,1,Alter_cue
9,25,right,female,Low-Shape-Matched,709,1,No_cue
9,25,right,female,Low-Shape-Mismatched,644,1,Alter_cue
9,25,right,female,High-shape_Mismatched,794,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,624,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,805,1,No_cue
9,25,right,female,High-shape_Mismatched,756,1,Alter_cue
9,25,right,female,High-shape_Matched,498,1,Alter_cue
9,25,right,female,Low-Shape-Matched,489,1,Alter_cue
9,25,right,female,High-shape_Matched,512,1,No_cue
9,25,right,female,High-shape_Matched,444,1,Alter_cue
9,25,right,female,Low-Shape-Matched,544,1,Alter_cue
9,25,right,female,Low-Shape-Matched,512,0,Alter_cue
9,25,right,female,Low-Shape-Matched,531,1,No_cue
9,25,right,female,Low-Shape-Matched,642,1,Alter_cue
9,25,right,female,High-shape_Mismatched,669,1,Alter_cue
9,25,right,female,High-shape_Mismatched,568,1,No_cue
9,25,right,female,Low-Shape-Mismatched,639,1,No_cue
9,25,right,female,High-shape_Matched,477,1,Alter_cue
9,25,right,female,High-shape_Mismatched,552,0,Alter_cue
9,25,right,female,High-shape_Matched,574,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,613,1,Alter_cue
9,25,right,female,High-shape_Mismatched,479,1,Alter_cue
9,25,right,female,High-shape_Mismatched,596,1,No_cue
9,25,right,female,High-shape_Mismatched,487,1,Alter_cue
9,25,right,female,Low-Shape-Matched,0,0,No_cue
9,25,right,female,High-shape_Matched,304,1,No_cue
9,25,right,female,High-shape_Mismatched,497,1,Alter_cue
9,25,right,female,High-shape_Mismatched,692,0,No_cue
9,25,right,female,High-shape_Matched,382,1,Alter_cue
9,25,right,female,High-shape_Matched,405,1,Alter_cue
9,25,right,female,Low-Shape-Matched,502,1,No_cue
9,25,right,female,Low-Shape-Matched,451,0,Alter_cue
9,25,right,female,High-shape_Matched,279,1,No_cue
9,25,right,female,Low-Shape-Matched,610,1,Alter_cue
9,25,right,female,High-shape_Mismatched,533,1,Alter_cue
9,25,right,female,Low-Shape-Matched,347,0,Alter_cue
9,25,right,female,High-shape_Mismatched,515,0,No_cue
9,25,right,female,High-shape_Matched,355,1,No_cue
9,25,right,female,Low-Shape-Mismatched,627,1,Alter_cue
9,25,right,female,High-shape_Matched,431,1,Alter_cue
9,25,right,female,Low-Shape-Matched,426,1,No_cue
9,25,right,female,High-shape_Matched,579,1,Alter_cue
9,25,right,female,Low-Shape-Matched,545,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,584,1,No_cue
9,25,right,female,Low-Shape-Mismatched,429,1,Alter_cue
9,25,right,female,High-shape_Mismatched,516,1,Alter_cue
9,25,right,female,High-shape_Matched,320,1,No_cue
9,25,right,female,High-shape_Mismatched,539,1,Alter_cue
9,25,right,female,High-shape_Mismatched,310,0,No_cue
9,25,right,female,Low-Shape-Matched,481,1,No_cue
9,25,right,female,Low-Shape-Matched,410,1,No_cue
9,25,right,female,Low-Shape-Mismatched,472,1,No_cue
9,25,right,female,Low-Shape-Mismatched,418,1,Alter_cue
9,25,right,female,High-shape_Matched,378,1,Alter_cue
9,25,right,female,Low-Shape-Matched,550,1,Alter_cue
9,25,right,female,High-shape_Matched,452,1,No_cue
9,25,right,female,Low-Shape-Mismatched,470,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,489,1,Alter_cue
9,25,right,female,Low-Shape-Matched,451,1,Alter_cue
9,25,right,female,Low-Shape-Matched,0,0,No_cue
9,25,right,female,High-shape_Mismatched,593,1,No_cue
9,25,right,female,Low-Shape-Mismatched,614,1,Alter_cue
9,25,right,female,Low-Shape-Matched,405,1,No_cue
9,25,right,female,High-shape_Matched,729,0,Alter_cue
9,25,right,female,High-shape_Matched,326,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,481,1,No_cue
9,25,right,female,Low-Shape-Mismatched,610,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,0,0,No_cue
9,25,right,female,Low-Shape-Mismatched,380,1,No_cue
9,25,right,female,High-shape_Matched,672,1,No_cue
9,25,right,female,High-shape_Matched,296,1,No_cue
9,25,right,female,Low-Shape-Matched,553,1,No_cue
9,25,right,female,Low-Shape-Matched,380,1,No_cue
9,25,right,female,Low-Shape-Mismatched,512,1,Alter_cue
9,25,right,female,Low-Shape-Mismatched,557,1,Alter_cue
9,25,right,female,High-shape_Mismatched,287,0,No_cue
9,25,right,female,High-shape_Mismatched,405,1,Alter_cue
9,25,right,female,Low-Shape-Matched,752,0,Alter_cue
9,25,right,female,High-shape_Mismatched,568,1,No_cue
9,25,right,female,Low-Shape-Mismatched,649,1,No_cue
9,25,right,female,High-shape_Matched,306,1,Alter_cue
9,25,right,female,High-shape_Matched,360,1,No_cue
9,25,right,female,Low-Shape-Matched,291,0,No_cue
9,25,right,female,Low-Shape-Matched,530,0,No_cue
9,25,right,female,Low-Shape-Matched,631,1,No_cue
9,25,right,female,High-shape_Mismatched,470,1,No_cue
9,25,right,female,High-shape_Matched,412,1,No_cue
9,25,right,female,Low-Shape-Mismatched,493,1,Alter_cue
9,25,right,female,High-shape_Matched,512,1,No_cue
