Subject,Session,Matchness,Identity,Trialtype,RT,ACC
5,4,Match,Self,exp,0.7573,1
5,4,Match,Self,exp,0.6262,0
5,4,Match,Self,exp,0.7277,1
5,4,Match,Self,exp,0.7276,1
5,4,Match,Self,exp,0.7899,-1
5,4,Match,Self,exp,0.5967,1
5,4,Match,Self,exp,0.8219,0
5,4,Match,Self,exp,0.764,1
5,4,Match,Self,exp,0.8515,1
5,4,Match,Self,exp,0.5629,1
5,4,Match,Self,exp,0.5163,1
5,4,Match,Self,exp,1.0731,1
5,4,Match,Self,exp,0.805,1
5,4,Match,Self,exp,0.6076,0
5,4,Match,Self,exp,0.5736,1
5,4,Match,Self,exp,0.5719,0
5,4,Match,Self,exp,0.8835,1
5,4,Match,Self,exp,0.6762,1
5,4,Match,Self,exp,0.7547,1
5,4,Match,Self,exp,0.8637,1
5,4,Match,Self,exp,0.5823,1
5,4,Match,Self,exp,0.6906,1
5,4,Match,Self,exp,0.6104,1
5,4,Match,Self,exp,0.7527,0
5,4,Match,Self,exp,0.836,1
5,4,Match,Self,exp,0.8381,1
5,4,Match,Self,exp,0.619,1
5,4,Match,Self,exp,0.5366,1
5,4,Match,Self,exp,0.796,1
5,4,Match,Friend,prac,0.5814,1
5,4,Match,Friend,prac,0.8482,1
5,4,Match,Friend,prac,0.9644,-1
5,4,Match,Friend,prac,0.7788,1
5,4,Match,Friend,exp,0.572,1
5,4,Match,Friend,exp,0.9108,0
5,4,Match,Friend,exp,0.785,1
5,4,Match,Friend,exp,0.6068,0
5,4,Match,Friend,exp,0.7876,1
5,4,Match,Friend,exp,0.6377,1
5,4,Match,Friend,exp,0.7357,1
5,4,Match,Friend,exp,0.6827,-1
5,4,Match,Friend,exp,0.8115,1
5,4,Match,Friend,exp,0.5427,0
5,4,Match,Friend,exp,0.8381,1
5,4,Match,Friend,exp,0.6057,0
5,4,Match,Friend,exp,0.7742,1
5,4,Match,Friend,exp,0.7564,1
5,4,Match,Friend,exp,0.4912,1
5,4,Match,Friend,exp,0.6559,0
5,4,Match,Friend,exp,0.4547,0
5,4,Match,Friend,exp,0.4687,1
5,4,Match,Friend,exp,0.5385,1
5,4,Match,Friend,exp,0.9895,1
5,4,Match,Friend,exp,0.8168,1
5,4,Match,Friend,exp,0.5304,1
5,4,Match,Friend,exp,0.5718,0
5,4,Match,Friend,exp,0.8899,1
5,4,Match,Friend,exp,0.7844,1
5,4,Match,Friend,exp,1.0841,1
5,4,Match,Friend,exp,0.6687,1
5,4,Match,Friend,exp,0.8356,1
5,4,Match,Friend,exp,0.7334,-1
5,4,Match,Friend,exp,0.9205,1
5,4,Match,Friend,exp,0.5906,0
5,4,Match,Friend,exp,0.8888,1
5,4,Match,Friend,exp,0.4438,1
5,4,Match,Friend,exp,0.8332,1
5,4,Match,Friend,exp,0.5712,1
5,4,Match,Friend,exp,0.9424,1
5,4,Match,Friend,exp,0.8122,1
5,4,Match,Friend,exp,0.5695,1
5,4,Match,Friend,exp,0.6813,1
5,4,Match,Friend,exp,0.9268,0
5,4,Match,Friend,exp,0.8475,1
5,4,Match,Friend,exp,0.5483,1
5,4,Match,Friend,exp,0.4777,1
5,4,Match,Friend,exp,0.5764,1
5,4,Match,Friend,exp,0.7346,-1
5,4,Match,Friend,exp,0.6719,1
5,4,Match,Friend,exp,0.7716,-1
5,4,Match,Friend,exp,0.5135,1
5,4,Match,Friend,exp,0.8924,1
5,4,Match,Friend,exp,0.6264,1
5,4,Match,Friend,exp,0.845,1
5,4,Match,Friend,exp,0.7362,1
5,4,Match,Friend,exp,0.824,0
5,4,Match,Friend,exp,0.7147,1
5,4,Match,Friend,exp,0.7445,-1
5,4,Match,Friend,exp,0.9523,1
5,4,Match,Friend,exp,0.7159,1
5,4,Match,Friend,exp,0.4826,1
5,4,Match,Friend,exp,0.6568,1
5,4,Match,Friend,exp,0.565,1
5,4,Match,Stranger,prac,0.5965,1
5,4,Match,Stranger,prac,0.6831,1
5,4,Match,Stranger,prac,0.6089,0
5,4,Match,Stranger,prac,0.8329,0
5,4,Match,Stranger,exp,0.6662,1
5,4,Match,Stranger,exp,0.7895,1
5,4,Match,Stranger,exp,0.7655,0
5,4,Match,Stranger,exp,0.7398,-1
5,4,Match,Stranger,exp,0.6131,1
5,4,Match,Stranger,exp,0.8334,1
5,4,Match,Stranger,exp,0.7205,1
5,4,Match,Stranger,exp,0.6827,1
5,4,Match,Stranger,exp,0.7254,1
5,4,Match,Stranger,exp,0.5761,1
5,4,Match,Stranger,exp,0.6321,1
5,4,Match,Stranger,exp,0.5858,1
5,4,Match,Stranger,exp,1.1561,1
5,4,Match,Stranger,exp,0.5799,0
5,4,Match,Stranger,exp,0.5802,1
5,4,Match,Stranger,exp,1.0841,1
5,4,Match,Stranger,exp,0.6061,1
5,4,Match,Stranger,exp,0.641,1
5,4,Match,Stranger,exp,0.9256,1
5,4,Match,Stranger,exp,0.7002,1
5,4,Match,Stranger,exp,0.5193,1
5,4,Match,Stranger,exp,0.9192,-1
5,4,Match,Stranger,exp,0.7599,1
5,4,Match,Stranger,exp,0.6062,1
5,4,Match,Stranger,exp,0.5075,1
5,4,Match,Stranger,exp,0.4711,1
5,4,Match,Stranger,exp,0.6795,1
5,4,Match,Stranger,exp,0.7881,1
5,4,Match,Stranger,exp,0.6239,0
5,4,Match,Stranger,exp,1.0158,1
5,4,Match,Stranger,exp,0.781,1
5,4,Match,Stranger,exp,0.9641,1
5,4,Match,Stranger,exp,0.7935,1
5,4,Match,Stranger,exp,0.9835,1
5,4,Match,Stranger,exp,0.8009,1
5,4,Match,Stranger,exp,0.9485,1
5,4,Match,Stranger,exp,0.5494,1
5,4,Match,Stranger,exp,0.6558,1
5,4,Match,Stranger,exp,0.7174,1
5,4,Match,Stranger,exp,0.5973,1
5,4,Match,Stranger,exp,0.6551,1
5,4,Match,Stranger,exp,0.6744,1
5,4,Match,Stranger,exp,0.6201,1
5,4,Match,Stranger,exp,0.906,1
5,4,Match,Stranger,exp,0.6,1
5,4,Match,Stranger,exp,0.6932,1
5,4,Match,Stranger,exp,0.4957,1
5,4,Match,Stranger,exp,0.6436,1
5,4,Match,Stranger,exp,0.2533,1
5,4,Match,Stranger,exp,0.7239,1
5,4,Match,Stranger,exp,0.888,1
5,4,Match,Stranger,exp,0.7109,1
5,4,Match,Stranger,exp,0.995,1
5,4,Match,Stranger,exp,0.8375,0
5,4,Match,Stranger,exp,0.6791,1
5,4,Match,Stranger,exp,0.5669,1
5,4,Match,Stranger,exp,0.7946,1
5,4,Match,Stranger,exp,0.7686,1
5,4,Match,Stranger,exp,0.8319,1
5,4,Match,Stranger,exp,0.7215,0
5,4,Nonmatch,Self,prac,0.6917,1
5,4,Nonmatch,Self,prac,0.5295,1
5,4,Nonmatch,Self,prac,0.6126,0
5,4,Nonmatch,Self,prac,0.7736,1
5,4,Nonmatch,Self,exp,0.6168,1
5,4,Nonmatch,Self,exp,0.5621,1
5,4,Nonmatch,Self,exp,0.5387,1
5,4,Nonmatch,Self,exp,0.6744,1
5,4,Nonmatch,Self,exp,0.706,1
5,4,Nonmatch,Self,exp,0.6835,1
5,4,Nonmatch,Self,exp,0.6815,1
5,4,Nonmatch,Self,exp,0.7042,1
5,4,Nonmatch,Self,exp,0.7459,1
5,4,Nonmatch,Self,exp,0.8187,1
5,4,Nonmatch,Self,exp,0.7101,1
5,4,Nonmatch,Self,exp,0.66,0
5,4,Nonmatch,Self,exp,0.5546,1
5,4,Nonmatch,Self,exp,0.6428,1
5,4,Nonmatch,Self,exp,0.8518,1
5,4,Nonmatch,Self,exp,0.8386,1
5,4,Nonmatch,Self,exp,0.5548,0
5,4,Nonmatch,Self,exp,0.9117,0
5,4,Nonmatch,Self,exp,0.8105,1
5,4,Nonmatch,Self,exp,0.6408,1
5,4,Nonmatch,Self,exp,0.71,0
5,4,Nonmatch,Self,exp,0.7329,1
5,4,Nonmatch,Self,exp,0.7523,1
5,4,Nonmatch,Self,exp,0.3737,1
5,4,Nonmatch,Self,exp,0.6709,1
5,4,Nonmatch,Self,exp,0.5383,1
5,4,Nonmatch,Self,exp,0.7804,1
5,4,Nonmatch,Self,exp,0.6068,1
5,4,Nonmatch,Self,exp,0.9887,1
5,4,Nonmatch,Self,exp,0.9512,1
5,4,Nonmatch,Self,exp,0.7177,1
5,4,Nonmatch,Self,exp,0.7398,1
5,4,Nonmatch,Self,exp,0.66,1
5,4,Nonmatch,Self,exp,0.5859,1
5,4,Nonmatch,Self,exp,0.7409,0
5,4,Nonmatch,Self,exp,0.7292,1
5,4,Nonmatch,Self,exp,0.8602,1
5,4,Nonmatch,Self,exp,0.6077,0
5,4,Nonmatch,Self,exp,0.7391,1
5,4,Nonmatch,Self,exp,0.8836,1
5,4,Nonmatch,Self,exp,0.7546,1
5,4,Nonmatch,Self,exp,0.6497,1
5,4,Nonmatch,Self,exp,0.5246,1
5,4,Nonmatch,Self,exp,0.6893,1
5,4,Nonmatch,Self,exp,0.6417,1
5,4,Nonmatch,Self,exp,0.5191,1
5,4,Nonmatch,Self,exp,0.6881,1
5,4,Nonmatch,Self,exp,0.8488,1
5,4,Nonmatch,Self,exp,0.5882,0
5,4,Nonmatch,Self,exp,0.5771,1
5,4,Nonmatch,Self,exp,0.9039,0
5,4,Nonmatch,Self,exp,0.6031,1
5,4,Nonmatch,Self,exp,0.5048,1
5,4,Nonmatch,Self,exp,0.795,1
5,4,Nonmatch,Self,exp,0.7281,0
5,4,Nonmatch,Self,exp,0.9867,1
5,4,Nonmatch,Self,exp,0.6286,1
5,4,Nonmatch,Self,exp,0.5522,1
5,4,Nonmatch,Self,exp,0.5953,1
5,4,Nonmatch,Self,exp,0.5704,1
5,4,Nonmatch,Friend,prac,0.9332,1
5,4,Nonmatch,Friend,prac,0.6676,1
5,4,Nonmatch,Friend,prac,0.557,0
5,4,Nonmatch,Friend,prac,0.7892,1
5,4,Nonmatch,Friend,exp,0.5371,1
5,4,Nonmatch,Friend,exp,0.9624,1
5,4,Nonmatch,Friend,exp,0.6608,0
5,4,Nonmatch,Friend,exp,0.6123,1
5,4,Nonmatch,Friend,exp,0.7614,1
5,4,Nonmatch,Friend,exp,0.6908,1
5,4,Nonmatch,Friend,exp,0.8245,0
5,4,Nonmatch,Friend,exp,0.7833,0
5,4,Nonmatch,Friend,exp,0.5847,-1
5,4,Nonmatch,Friend,exp,0.7266,1
5,4,Nonmatch,Friend,exp,0.6287,1
5,4,Nonmatch,Friend,exp,0.6933,1
5,4,Nonmatch,Friend,exp,0.5303,1
5,4,Nonmatch,Friend,exp,0.6838,1
5,4,Nonmatch,Friend,exp,0.6308,1
5,4,Nonmatch,Friend,exp,0.6091,1
5,4,Nonmatch,Friend,exp,0.7609,1
5,4,Nonmatch,Friend,exp,0.7164,0
5,4,Nonmatch,Friend,exp,0.6717,1
5,4,Nonmatch,Friend,exp,0.9948,1
5,4,Nonmatch,Friend,exp,0.5481,1
5,4,Nonmatch,Friend,exp,0.6006,1
5,4,Nonmatch,Friend,exp,0.6312,1
5,4,Nonmatch,Friend,exp,0.6601,1
5,4,Nonmatch,Friend,exp,0.6294,1
5,4,Nonmatch,Friend,exp,0.9053,0
5,4,Nonmatch,Friend,exp,0.6697,1
5,4,Nonmatch,Friend,exp,0.791,0
5,4,Nonmatch,Friend,exp,0.7287,1
5,4,Nonmatch,Friend,exp,0.6701,1
5,4,Nonmatch,Friend,exp,0.9727,1
5,4,Nonmatch,Friend,exp,0.8573,1
5,4,Nonmatch,Friend,exp,0.6322,1
5,4,Nonmatch,Friend,exp,0.8375,0
5,4,Nonmatch,Friend,exp,0.7554,1
5,4,Nonmatch,Friend,exp,0.8637,1
5,4,Nonmatch,Friend,exp,0.6918,1
5,4,Nonmatch,Friend,exp,0.4385,1
5,4,Nonmatch,Friend,exp,0.7105,1
5,4,Nonmatch,Friend,exp,0.8833,1
5,4,Nonmatch,Friend,exp,0.8975,1
5,4,Nonmatch,Friend,exp,0.609,1
5,4,Nonmatch,Friend,exp,1.0278,1
5,4,Nonmatch,Friend,exp,0.6504,1
5,4,Nonmatch,Friend,exp,0.5274,1
5,4,Nonmatch,Friend,exp,0.6952,0
5,4,Nonmatch,Friend,exp,0.567,1
5,4,Nonmatch,Friend,exp,0.6388,1
5,4,Nonmatch,Friend,exp,0.6969,1
5,4,Nonmatch,Friend,exp,0.6207,1
5,4,Nonmatch,Friend,exp,0.5519,1
5,4,Nonmatch,Friend,exp,0.7159,0
5,4,Nonmatch,Friend,exp,0.9264,1
5,4,Nonmatch,Friend,exp,0.8475,1
5,4,Nonmatch,Friend,exp,0.5326,1
5,4,Nonmatch,Friend,exp,0.8183,1
5,4,Nonmatch,Friend,exp,0.9212,0
5,4,Nonmatch,Friend,exp,0.6185,1
5,4,Nonmatch,Friend,exp,0.6747,1
5,4,Nonmatch,Friend,exp,0.8278,1
5,4,Nonmatch,Stranger,prac,0.5105,1
5,4,Nonmatch,Stranger,prac,0.7348,1
5,4,Nonmatch,Stranger,prac,0.6294,1
5,4,Nonmatch,Stranger,prac,0.5459,1
5,4,Nonmatch,Stranger,exp,0.677,1
5,4,Nonmatch,Stranger,exp,0.8892,1
5,4,Nonmatch,Stranger,exp,0.7714,1
5,4,Nonmatch,Stranger,exp,0.6646,0
5,4,Nonmatch,Stranger,exp,0.8581,1
5,4,Nonmatch,Stranger,exp,0.9287,1
5,4,Nonmatch,Stranger,exp,0.8387,1
5,4,Nonmatch,Stranger,exp,0.5807,-1
5,4,Nonmatch,Stranger,exp,0.7618,1
5,4,Nonmatch,Stranger,exp,0.8291,1
5,4,Nonmatch,Stranger,exp,0.8516,1
5,4,Nonmatch,Stranger,exp,1.0841,0
5,4,Nonmatch,Stranger,exp,0.866,1
5,4,Nonmatch,Stranger,exp,0.5107,0
5,4,Nonmatch,Stranger,exp,0.7305,1
5,4,Nonmatch,Stranger,exp,0.9885,1
5,4,Nonmatch,Stranger,exp,0.9782,1
5,4,Nonmatch,Stranger,exp,0.6786,1
5,4,Nonmatch,Stranger,exp,0.7762,0
5,4,Nonmatch,Stranger,exp,0.8708,1
5,4,Nonmatch,Stranger,exp,0.5922,1
5,4,Nonmatch,Stranger,exp,0.4559,1
5,4,Nonmatch,Stranger,exp,0.4121,1
5,4,Nonmatch,Stranger,exp,0.4519,1
5,4,Nonmatch,Stranger,exp,0.5928,1
5,4,Nonmatch,Stranger,exp,0.5496,1
5,4,Nonmatch,Stranger,exp,0.5828,1
5,4,Nonmatch,Stranger,exp,0.6574,1
5,4,Nonmatch,Stranger,exp,0.5973,1
5,4,Nonmatch,Stranger,exp,0.5224,1
5,4,Nonmatch,Stranger,exp,0.5934,1
5,4,Nonmatch,Stranger,exp,0.6344,1
5,4,Nonmatch,Stranger,exp,0.553,1
5,4,Nonmatch,Stranger,exp,0.7338,0
5,4,Nonmatch,Stranger,exp,0.7403,1
5,4,Nonmatch,Stranger,exp,0.6844,1
5,4,Nonmatch,Stranger,exp,0.5608,1
5,4,Nonmatch,Stranger,exp,0.5149,1
5,4,Nonmatch,Stranger,exp,0.6984,1
5,4,Nonmatch,Stranger,exp,1.0549,0
5,4,Nonmatch,Stranger,exp,1.0841,0
5,4,Nonmatch,Stranger,exp,0.6202,1
5,4,Nonmatch,Stranger,exp,0.6155,1
5,4,Nonmatch,Stranger,exp,0.6771,1
5,4,Nonmatch,Stranger,exp,0.5297,1
5,4,Nonmatch,Stranger,exp,0.6973,1
5,4,Nonmatch,Stranger,exp,0.5308,1
5,4,Nonmatch,Stranger,exp,0.7462,1
5,4,Nonmatch,Stranger,exp,0.8742,1
5,4,Nonmatch,Stranger,exp,0.8507,0
5,4,Nonmatch,Stranger,exp,0.4925,1
5,4,Nonmatch,Stranger,exp,0.8842,1
5,4,Nonmatch,Stranger,exp,0.8337,1
5,4,Nonmatch,Stranger,exp,0.639,1
5,4,Nonmatch,Stranger,exp,0.618,1
5,4,Nonmatch,Stranger,exp,0.5781,1
5,4,Nonmatch,Stranger,exp,0.6283,1
5,4,Nonmatch,Stranger,exp,0.5843,1
5,4,Nonmatch,Stranger,exp,0.7348,0
5,4,Nonmatch,Stranger,exp,0.4026,0
5,5,Match,Self,prac,0.6262,1
5,5,Match,Self,prac,0.7136,1
5,5,Match,Self,prac,0.593,1
5,5,Match,Self,prac,1.0651,0
5,5,Match,Self,exp,0.6479,1
5,5,Match,Self,exp,0.6688,1
5,5,Match,Self,exp,0.6598,1
5,5,Match,Self,exp,0.9122,1
5,5,Match,Self,exp,0.62,1
5,5,Match,Self,exp,0.9231,1
5,5,Match,Self,exp,0.6527,1
5,5,Match,Self,exp,1.0638,1
5,5,Match,Self,exp,0.5722,1
5,5,Match,Self,exp,0.9285,1
5,5,Match,Self,exp,0.6337,1
5,5,Match,Self,exp,0.7137,1
5,5,Match,Self,exp,0.7401,1
5,5,Match,Self,exp,0.5479,1
5,5,Match,Self,exp,0.6215,1
5,5,Match,Self,exp,0.5398,1
5,5,Match,Self,exp,0.6116,1
5,5,Match,Self,exp,0.822,1
5,5,Match,Self,exp,0.6215,1
5,5,Match,Self,exp,0.9787,0
5,5,Match,Self,exp,0.8481,1
5,5,Match,Self,exp,0.7325,1
5,5,Match,Self,exp,0.7409,1
5,5,Match,Self,exp,0.6073,1
5,5,Match,Self,exp,0.5932,1
5,5,Match,Self,exp,0.9305,1
5,5,Match,Self,exp,0.6774,1
5,5,Match,Self,exp,0.7389,1
5,5,Match,Self,exp,0.5376,1
5,5,Match,Self,exp,0.8184,1
5,5,Match,Self,exp,0.6924,1
5,5,Match,Self,exp,0.5312,0
5,5,Match,Self,exp,0.4529,1
5,5,Match,Self,exp,0.552,1
5,5,Match,Self,exp,1.1464,1
5,5,Match,Self,exp,0.5785,1
5,5,Match,Self,exp,0.632,1
5,5,Match,Self,exp,0.6358,1
5,5,Match,Self,exp,0.8144,1
5,5,Match,Self,exp,0.802,1
5,5,Match,Self,exp,0.5321,1
5,5,Match,Self,exp,0.4315,1
5,5,Match,Self,exp,0.6674,1
5,5,Match,Self,exp,1.0644,0
5,5,Match,Self,exp,1.0213,1
5,5,Match,Self,exp,0.6575,0
5,5,Match,Self,exp,0.7917,0
5,5,Match,Self,exp,0.5551,1
5,5,Match,Self,exp,0.7623,1
5,5,Match,Self,exp,0.7752,1
5,5,Match,Self,exp,0.5326,1
5,5,Match,Self,exp,0.8358,1
5,5,Match,Self,exp,0.5496,1
5,5,Match,Self,exp,0.6898,1
5,5,Match,Self,exp,0.7892,1
5,5,Match,Self,exp,0.8002,0
5,5,Match,Self,exp,0.8439,0
5,5,Match,Self,exp,0.6059,1
5,5,Match,Self,exp,0.6354,1
5,5,Match,Self,exp,0.476,1
5,5,Match,Friend,prac,0.7041,1
5,5,Match,Friend,prac,0.5125,1
5,5,Match,Friend,prac,0.6541,1
5,5,Match,Friend,prac,0.5562,1
5,5,Match,Friend,exp,0.1061,0
5,5,Match,Friend,exp,0.567,1
5,5,Match,Friend,exp,0.7826,1
5,5,Match,Friend,exp,0.6413,0
5,5,Match,Friend,exp,0.6396,1
5,5,Match,Friend,exp,0.7435,1
5,5,Match,Friend,exp,0.5915,1
5,5,Match,Friend,exp,0.6923,1
5,5,Match,Friend,exp,0.6121,1
5,5,Match,Friend,exp,0.6853,1
5,5,Match,Friend,exp,0.6235,1
5,5,Match,Friend,exp,0.7028,1
5,5,Match,Friend,exp,0.4716,1
5,5,Match,Friend,exp,0.7147,1
5,5,Match,Friend,exp,0.7075,1
5,5,Match,Friend,exp,0.8265,1
5,5,Match,Friend,exp,0.7633,1
5,5,Match,Friend,exp,0.6625,0
5,5,Match,Friend,exp,0.6776,0
5,5,Match,Friend,exp,0.8923,1
5,5,Match,Friend,exp,0.5281,1
5,5,Match,Friend,exp,0.6161,1
5,5,Match,Friend,exp,0.6624,1
5,5,Match,Friend,exp,0.6477,1
5,5,Match,Friend,exp,0.6825,1
5,5,Match,Friend,exp,0.6591,1
5,5,Match,Friend,exp,0.7528,1
5,5,Match,Friend,exp,0.6108,1
5,5,Match,Friend,exp,0.8125,1
5,5,Match,Friend,exp,0.7028,1
5,5,Match,Friend,exp,0.9313,1
5,5,Match,Friend,exp,0.5678,1
5,5,Match,Friend,exp,0.6729,0
5,5,Match,Friend,exp,0.4824,1
5,5,Match,Friend,exp,0.6587,1
5,5,Match,Friend,exp,0.6703,1
5,5,Match,Friend,exp,0.7868,1
5,5,Match,Friend,exp,0.4968,1
5,5,Match,Friend,exp,0.5996,1
5,5,Match,Friend,exp,0.5418,1
5,5,Match,Friend,exp,0.7005,1
5,5,Match,Friend,exp,0.7558,0
5,5,Match,Friend,exp,0.9493,1
5,5,Match,Friend,exp,0.4429,1
5,5,Match,Friend,exp,0.6623,1
5,5,Match,Friend,exp,0.4897,1
5,5,Match,Friend,exp,0.6104,0
5,5,Match,Friend,exp,0.657,0
5,5,Match,Friend,exp,0.8367,1
5,5,Match,Friend,exp,0.5978,1
5,5,Match,Friend,exp,0.6527,1
5,5,Match,Friend,exp,0.5717,1
5,5,Match,Friend,exp,0.3463,1
5,5,Match,Friend,exp,0.527,1
5,5,Match,Friend,exp,0.8421,1
5,5,Match,Friend,exp,0.7516,1
5,5,Match,Friend,exp,0.8248,1
5,5,Match,Friend,exp,0.6989,1
5,5,Match,Friend,exp,0.6909,1
5,5,Match,Friend,exp,0.6538,1
5,5,Match,Stranger,prac,0.7927,1
5,5,Match,Stranger,prac,0.5205,1
5,5,Match,Stranger,prac,0.8097,1
5,5,Match,Stranger,prac,0.9889,1
5,5,Match,Stranger,exp,0.7325,1
5,5,Match,Stranger,exp,0.805,1
5,5,Match,Stranger,exp,0.6918,1
5,5,Match,Stranger,exp,0.6659,1
5,5,Match,Stranger,exp,0.5732,1
5,5,Match,Stranger,exp,0.61,0
5,5,Match,Stranger,exp,0.6598,0
5,5,Match,Stranger,exp,0.5639,1
5,5,Match,Stranger,exp,1.0795,1
5,5,Match,Stranger,exp,1.0303,0
5,5,Match,Stranger,exp,0.9881,0
5,5,Match,Stranger,exp,0.8498,1
5,5,Match,Stranger,exp,0.6555,1
5,5,Match,Stranger,exp,0.5984,1
5,5,Match,Stranger,exp,1.0841,1
5,5,Match,Stranger,exp,0.681,0
5,5,Match,Stranger,exp,0.8653,1
5,5,Match,Stranger,exp,0.9675,1
5,5,Match,Stranger,exp,0.5937,1
5,5,Match,Stranger,exp,0.412,1
5,5,Match,Stranger,exp,0.7485,1
5,5,Match,Stranger,exp,1.0345,1
5,5,Match,Stranger,exp,0.6969,1
5,5,Match,Stranger,exp,0.9949,1
5,5,Match,Stranger,exp,0.6848,1
5,5,Match,Stranger,exp,1.0227,1
5,5,Match,Stranger,exp,0.8168,1
5,5,Match,Stranger,exp,0.6536,1
5,5,Match,Stranger,exp,0.449,1
5,5,Match,Stranger,exp,0.7174,1
5,5,Match,Stranger,exp,0.7707,0
5,5,Match,Stranger,exp,0.7432,1
5,5,Match,Stranger,exp,0.6159,1
5,5,Match,Stranger,exp,0.6373,0
5,5,Match,Stranger,exp,0.7224,0
5,5,Match,Stranger,exp,0.792,1
5,5,Match,Stranger,exp,0.8796,1
5,5,Match,Stranger,exp,0.5634,1
5,5,Match,Stranger,exp,0.6955,1
5,5,Match,Stranger,exp,1.0841,1
5,5,Match,Stranger,exp,0.5182,1
5,5,Match,Stranger,exp,0.6443,1
5,5,Match,Stranger,exp,0.613,0
5,5,Match,Stranger,exp,0.792,1
5,5,Match,Stranger,exp,0.9148,1
5,5,Match,Stranger,exp,0.6302,0
5,5,Match,Stranger,exp,0.549,1
5,5,Match,Stranger,exp,0.8863,1
5,5,Match,Stranger,exp,0.6409,1
5,5,Match,Stranger,exp,0.6114,1
5,5,Match,Stranger,exp,0.5084,0
5,5,Match,Stranger,exp,0.5945,1
5,5,Match,Stranger,exp,0.7907,1
5,5,Match,Stranger,exp,0.6414,1
5,5,Match,Stranger,exp,0.5176,1
5,5,Match,Stranger,exp,0.7929,1
5,5,Match,Stranger,exp,0.5138,1
5,5,Match,Stranger,exp,0.5764,0
5,5,Match,Stranger,exp,0.9031,1
5,5,Match,Stranger,exp,0.7637,1
5,5,Nonmatch,Self,prac,0.5871,0
5,5,Nonmatch,Self,prac,0.6546,0
5,5,Nonmatch,Self,prac,0.6074,1
5,5,Nonmatch,Self,prac,0.529,1
5,5,Nonmatch,Self,exp,0.6054,0
5,5,Nonmatch,Self,exp,0.7993,1
5,5,Nonmatch,Self,exp,0.7506,1
5,5,Nonmatch,Self,exp,0.9883,1
5,5,Nonmatch,Self,exp,0.8845,0
5,5,Nonmatch,Self,exp,0.8735,1
5,5,Nonmatch,Self,exp,0.3948,1
5,5,Nonmatch,Self,exp,0.7757,0
5,5,Nonmatch,Self,exp,0.7485,1
5,5,Nonmatch,Self,exp,0.5582,1
5,5,Nonmatch,Self,exp,0.8131,1
5,5,Nonmatch,Self,exp,0.9006,0
5,5,Nonmatch,Self,exp,0.6536,1
5,5,Nonmatch,Self,exp,0.7984,1
5,5,Nonmatch,Self,exp,0.5516,1
5,5,Nonmatch,Self,exp,0.5877,1
5,5,Nonmatch,Self,exp,0.7514,-1
5,5,Nonmatch,Self,exp,0.6326,1
5,5,Nonmatch,Self,exp,0.7243,1
5,5,Nonmatch,Self,exp,0.7032,1
5,5,Nonmatch,Self,exp,0.6919,1
5,5,Nonmatch,Self,exp,0.9143,1
5,5,Nonmatch,Self,exp,0.5741,1
5,5,Nonmatch,Self,exp,0.637,1
5,5,Nonmatch,Self,exp,0.6665,1
5,5,Nonmatch,Self,exp,0.5464,1
5,5,Nonmatch,Self,exp,0.6947,0
5,5,Nonmatch,Self,exp,0.5966,1
5,5,Nonmatch,Self,exp,0.7845,1
5,5,Nonmatch,Self,exp,0.8533,0
5,5,Nonmatch,Self,exp,0.7997,1
5,5,Nonmatch,Self,exp,0.6206,1
5,5,Nonmatch,Self,exp,0.6971,1
5,5,Nonmatch,Self,exp,0.712,1
5,5,Nonmatch,Self,exp,0.6977,0
5,5,Nonmatch,Self,exp,0.6944,1
5,5,Nonmatch,Self,exp,0.8208,1
5,5,Nonmatch,Self,exp,0.6607,1
5,5,Nonmatch,Self,exp,0.9057,1
5,5,Nonmatch,Self,exp,0.6473,1
5,5,Nonmatch,Self,exp,0.8369,1
5,5,Nonmatch,Self,exp,0.7057,1
5,5,Nonmatch,Self,exp,0.68,0
5,5,Nonmatch,Self,exp,0.6602,0
5,5,Nonmatch,Self,exp,0.749,1
5,5,Nonmatch,Self,exp,0.6486,1
5,5,Nonmatch,Self,exp,0.9106,1
5,5,Nonmatch,Self,exp,0.6045,1
5,5,Nonmatch,Self,exp,0.7435,0
5,5,Nonmatch,Self,exp,0.8978,-1
5,5,Nonmatch,Self,exp,0.7301,1
5,5,Nonmatch,Self,exp,0.8283,1
5,5,Nonmatch,Self,exp,0.8229,1
5,5,Nonmatch,Self,exp,0.6909,1
5,5,Nonmatch,Self,exp,0.7221,1
5,5,Nonmatch,Self,exp,0.7149,1
5,5,Nonmatch,Self,exp,1.0416,0
5,5,Nonmatch,Self,exp,0.5814,1
5,5,Nonmatch,Self,exp,0.5112,1
5,5,Nonmatch,Self,exp,0.7006,0
5,5,Nonmatch,Friend,prac,0.6505,1
5,5,Nonmatch,Friend,prac,0.6866,0
5,5,Nonmatch,Friend,prac,0.6301,1
5,5,Nonmatch,Friend,prac,0.8358,1
5,5,Nonmatch,Friend,exp,0.5259,0
5,5,Nonmatch,Friend,exp,0.6642,1
5,5,Nonmatch,Friend,exp,0.6009,1
5,5,Nonmatch,Friend,exp,0.7951,1
5,5,Nonmatch,Friend,exp,0.9442,1
5,5,Nonmatch,Friend,exp,1.0267,1
5,5,Nonmatch,Friend,exp,0.7652,1
5,5,Nonmatch,Friend,exp,0.7489,1
